 t avg_prod_f avg_k_f avg_a_f avg_l_f avg_prod_ex avg_k_ex avg_a_ex avg_l_ex
 110.0000000   1.3150747 142.1740943 -35.8817939   5.4239864   0.9123137  14.6259328  -7.4797687   1.9012335
 111.0000000   1.3150529 142.1794487 -35.8905809   5.4240112   0.9123140  14.6264441  -7.4803534   1.9012399
 112.0000000   1.3150449 142.1850172 -35.8987292   5.4240480   0.9123096  14.6268683  -7.4798020   1.9012432
 113.0000000   1.3150240 142.1907997 -35.9070874   5.4240719   0.9123119  14.6272593  -7.4804250   1.9012487
 114.0000000   1.3150794 142.1953122 -35.9140203   5.4241227   0.9122860  14.6269506  -7.4758521   1.9012340
 115.0000000   1.3150183 142.2001316 -35.9213921   5.4240708   0.9123085  14.6279749  -7.4788941   1.9012594
 116.0000000   1.3150258 142.2070661 -35.9270299   5.4241159   0.9123004  14.6284147  -7.4777865   1.9012615
 117.0000000   1.3150545 142.2124201 -35.9321294   5.4241339   0.9122881  14.6283250  -7.4747951   1.9012538
 118.0000000   1.3150367 142.2191095 -35.9354350   5.4241270   0.9122952  14.6290025  -7.4750500   1.9012658
 119.0000000   1.3147678 142.2349460 -35.9402948   5.4241489   0.9123807  14.6327751  -7.4940510   1.9013450
 120.0000000   1.3142944 142.4499845 -36.8144117   5.4269029   0.9122527  14.6421028  -7.5652887   1.9014675
